block_number,reserveA,reserveB,total_reserveA,total_reserveB
18527027,985234456386144641466,367918416666138520651,1013614269552655666923,378516356940987403541
18527347,985187296166390842104,367965083107792144956,1013565750876326552793,378564367615870683261
18527457,986431457917123528463,366734440957506185483,1014845750876326552791,377298276650255978786
18527763,991291464755923084556,361927255864940743497,1019845750876326552790,372352619934109424267
18529399,991240449970046935926,361977736289392244847,1019793266602571138161,372404554454086324386
18531146,988309665561542003734,360969532984175671078,1016861158961401055337,371397660521198254215
18531509,988262775228844370385,361015932160849850904,1016812914003659081260,371445400133803331294
18531868,988729297757794212434,360554480961716213201,1017292914003659081259,370970617970372248209
18532114,988681505178929695494,360601772919273223366,1017243740734564000618,371019276155601723962
18532195,988645354624879944207,360637544801884030031,1017206545819276755746,371056081459928266523
18532685,987868588031934279791,361406175116245448149,1016407339046876691238,371846916903018191514
18532900,990784353837870792599,358522106890303093750,1019407339046876691237,368879530201311513275
18533385,991756275773182963535,357560752195538809266,1020407339046876691236,367890402721175459309
18533642,991290305112820064354,358021840911550628116,1019927906858515560785,368364811929630788679
18533717,992358816572175703827,356964947296894513956,1021027286778377586548,367277385484916737412
18534402,992368506633870766171,356955362598328534963,1021037256778377586547,367267523891904228140
18534474,992317496540043273337,357005838232153369268,1020984773042828281409,367319457727319334879
18534682,967232972764824356456,381827768541524546910,995175576991334664289,392858474193079662600
18535127,967162932271689700705,381897076470811917381,995103513083123600512,392929784374246743168
18535190,967131495400455288247,381928184540340200447,995071168025262224771,392961791131577815735
18535222,967082357106110932515,381976808893287851695,995020610164019415143,393011820204058861885
18536012,1326907275692604039662,26105028563394657730,1365240589272651416249,26859182424985605052
18537055,1326829868345140330618,26181605948566866350,1365160945687450464248,26937972070933468942
18537060,1324217010518771571815,28766451257815407834,1362472604441680003474,29597491539869332397
18557986,55980631474684869,29791488125145810,171846308364323936726,91452295555133718215
18560052,61192792469326642,24651167789449132,187846208226443648801,75672774696840326072
18560197,66046617395586793,19864523923593395,202746208226443648800,60979003354699449209
18560570,66011643508485477,19899026578167230,202638847345957356605,61084917671956511360
18560973,66109371527135010,19802653926819984,202938847345957356593,60789078302616020619
18561025,66185925141743811,19727162092898389,203173847345957356579,60557337697522042247
18561725,64576365280590625,21315046939916005,198232910601116660814,65431737697522041868
18562370,64365051717902765,21523517067061094,197599692884477570562,66076857684899921822
18562539,64690786291566968,21202294318880654,198599692884477570561,65090708917923820967
18562679,57526735702917683,28270221088987377,176606170649301384662,86789132547320276222
18562788,57196940592531884,28595605312270822,175593704865654539713,87788056977181018343
18563789,151950091547008277,77808905899581947,174269017832129686098,89237732413723726826
18563839,143126468646461736,86514745857226516,164147695531345832152,99221313124285301879
18564834,142499419736802702,87133437212645720,163428550886198340329,99930872727045318148
18565077,132602679519617293,96898492352393731,152078259669720846211,111130138055707407311
18565934,133038648078856463,96468487986129413,152578259669720846210,110636978219806925854
18566173,131271298424932151,98212362223086094,150551336378499344449,112636978219806925853
18566457,136065302439326435,93483959103270528,156049443882811730569,107214106524578114270
18567310,123370466191592394,106010304186873150,141490353290156406882,121580438615703563103
18567354,151272403152870809,78490610751061130,173490353290156406881,90018823693839881739
18567933,148642037613046402,81085837520241862,170473656012430050705,92995221236742880093
18568088,125916045956102019,103509466434005647,144409811984990178522,118712293361027545733
18568621,103250883165068030,125875274533891759,118415823589560805262,144363165200854709158
18568628,85852212174110112,143045638993103391,98461728364396494713,164055421445480797312
18568982,194844068198082309,35548319392539146,223461728364396494712,40769467427823777914
18570581,190421138944176238,39911357283920957,218382039643392436767,45771827943713656152
18571057,189540353059179690,40780226331936994,217371921653755555378,46768279261780715077
18573413,188642962150306727,41665479150201923,216342760405567837824,47783520096515094359
18574509,190851413372771698,39487776915392749,218875494350385964302,45286050233607597229
18575326,184576207141953152,45678141785417472,211678481605960842867,52385298438182265937
18575888,183538916741868200,46701424129601480,210488880517747156545,53558834595550977810
18576798,183103012551990668,47131443036803069,209988970272175860269,54051995392100889693
18577554,118676364077093415,110697173282087997,136102225413241854625,126951408966829483617
18580413,139887496885123127,89775891781040889,160427898020074677986,102958148026178500252
18584663,938298054130881221675,862906820892495979,1202658442037081329571,1106026137716983844
18594645,931144676194046977297,3026749826235350439,935437230199880569781,3040703068329122662
18596449,931142153986087637809,2693304827686204372,935436268759952011603,2705725444668883013
18597047,928098408905061021997,5684444634912368955,932377137576524862117,5710651119060362328
18597383,927965413122109471071,5815094976601982900,932243392603371033115,5841902933708695625
18605269,2310698629522902587,981219372293913799,49164900733444581881,20877475071910898291
18605472,2217225586600225587,1072431846757686822,47176068084378924103,22818209443484559053
18606235,886358526907868589434,43036173501671963727,941479590583858347409,45712516750980128509
18606242,912123489106416763228,21112174364859846562,988765139382374823035,22886135789558839377
18606242,912123489106416763228,21112174364859846562,988765139382374823035,22886135789558839377
18606242,912123489106416763228,21112174364859846562,988765139382374823035,22886135789558839377
18606579,911987182589496087158,21155165421657978070,988622700699065559138,22932862623694379416
18607129,911530118400031324420,21601044851296448795,988127228786731812792,23416209905685468379
18607275,890773830132016204617,41849638582681217730,965626761504123119046,45366320392150918781
18608415,884879464986134216015,42799317354231092131,959631060497427628265,46414857532997807478
18608907,837620063591468947825,88904508266218366746,908379346254576612624,96414857532997807476
18608912,788472836779692788097,136853906814685132346,855080329549932666850,148414857532997807474
18610337,775462269792355737400,149547801847835736573,840970674292053315512,162181089471373983000
18612389,775008621552874793785,149990411680590814392,840478703398421253995,162661089471373982981
18612557,774466862511390737633,150518988640362794895,840150495409498745146,163284717521245245871
18613259,743308103598535136404,180749102110314302775,806361017133888329315,196081583287069810719
18613337,918727709840877328519,9676648008013433627,996661017133888329314,10497493155816180068
18615899,884167307509521034217,6972298110944062850,961983231020881519066,7585932896907672974
18617294,704711413072662994395,182051665073459200528,766733350495015147884,198074105989506719047
18617628,657445957028803076529,228170287678589053644,712777095120436489944,247373267879437148522
18617705,642321540441026260358,242928246912230606641,696379796444289013786,263373267879437148521
18617715,641611811919881607275,243620785203760680547,695610336645780516300,264124090705890167619
18617724,634994965630687112292,250077392368478859983,688436611678050786362,271124090705890167618
18617930,633938807710012147969,251107977915226426632,688992009241303590589,272914969293810404781
