id,blockNumber,balance_0,balance_1,total_supply
2130,18742255,52467584869982702171914,52888589799719811014425,97104935426558507551967
2131,18742286,52465285581089951904157,52890889799719811014425,97104935426558507551967
2132,18742361,52373437188440686977666,52982771897377793719166,97104935426558507551967
2133,18742372,52328929236137436488174,53027299901719746288286,97104935426558507551967
2134,18742375,52305300948603681406403,53050939821226129267009,97104935426558507551967
2135,18742525,52365300948603681406403,52990917624085224170730,97104935426558507551967
2136,18742593,52364801165275090274259,52991417624085224170729,97104935426558507551967
2137,18742636,52383502295275090274259,52972710466034790237856,97104935426558507551967
2138,18742638,52430486760405617357719,52925712747167160482234,97104935426558507551967
2139,18742668,52086943424828843191871,52586722731499352444099,96475855302765408844134
2140,18742722,52143258024828843191871,52530395553068211888540,96475855302765408844134
2141,18742773,52143439797275887293183,52530213746352558182333,96475855302765408844134
2142,18742804,52122446124469897664197,52551213746352558182332,96475855302765408844134
2143,18743088,51983943396226352356670,52688755589733789567659,96474860104008514049123
2144,18743088,51983943396226352356670,52688755589733789567659,96474860104008514049123
2145,18743129,51983776738290454385342,52688922328444977385404,96474860104008514049123
2146,18743135,51983719036943626887441,52688980057766315032841,96474860104008514049123
2147,18743149,52324836216898530435642,52347839265450626699607,96474860104008514049123
2148,18743149,52324836216898530435642,52347839265450626699607,96474860104008514049123
2149,18743228,52315308267746038068338,52357367882082553437713,96474860104008514049123
2150,18743393,52314308344284615317924,52358367882082553437712,96474860104008514049123
2151,18743827,52284338125966193775847,52388340966640380619115,96474860104008514049123
2152,18743891,52259760602970667961893,52412921666602277303460,96474860104008514049123
2153,18744020,52265040602970667961893,52407641449341522334110,96474860104008514049123
2154,18744045,52256105634588888914904,52416577699115342334110,96474860104008514049123
2155,18744272,52077170077326023153889,52570477699115342334108,96451746713138557363324
2156,18744479,52044437488767581733552,52603222542729087569477,96451746713138557363324
2157,18744650,52074437488767581733552,52573214261232607750721,96451746713138557363324
2158,18744777,52074405920039850895196,52573245841249245466988,96451746713138557363324
2159,18745634,52046310856409243808361,52495917032031367979445,96354582394468697609981
2160,18745681,52043867216854303621567,52498361475638885139934,96354582394468697609981
2161,18745754,52033758269944305293342,52508473827144744510238,96354582394468697609981
2162,18746022,52093758269944305293342,52448461469764297600915,96354582394468697609981
2163,18746047,52091701101267185037734,52450519194309553045824,96354582394468697609981
2164,18746117,52071506835415073450285,52470719194309553045823,96354582394468697609981
2165,18746213,52098526835415073450285,52443694338557966834811,96354582394468697609981
2166,18746245,52098502841727050376169,52443718338557966834811,96354582394468697609981
2167,18746249,52096245550602923923775,52445976226683121769082,96354582394468697609981
2168,18746412,52043761205492670765074,52498476226683121769082,96354582394468697609981
2169,18746446,52028766302917857910127,52513476226683121769081,96354582394468697609981
2170,18746451,52028655625451731802932,52513586942805745962694,96354582394468697609981
2171,18746585,51919773634225712613293,52622514292805745962694,96354582394468697609981
2172,18746665,51926427034756981544097,52615858366098774678911,96354582394468697609981
2173,18746707,51995585965501088054879,52546676415100165551547,96354582394468697609981
2174,18746721,51945341032909793396563,52596942511985569963940,96354582394468697609981
2175,18746770,51932261827185286363020,52610027738521386032484,96354582394468697609981
2176,18746775,51912265763034419852975,52630033416095913567886,96354582394468697609981
2177,18746822,51912456479208735805935,52629842624979072815539,96354582394468697609981
2178,18746963,51910457466954788249911,52631842624979072815537,96354582394468697609981
2179,18746963,51910457466954788249911,52631842624979072815537,96354582394468697609981
2180,18746963,51910457466954788249911,52631842624979072815537,96354582394468697609981
2181,18746963,51910457466954788249911,52631842624979072815537,96354582394468697609981
2182,18746963,51910457466954788249911,52631842624979072815537,96354582394468697609981
2183,18746963,51910457466954788249911,52631842624979072815537,96354582394468697609981
2184,18747094,51908754337969591671106,52633546658045756587349,96354582394468697609981
2185,18747094,51908754337969591671106,52633546658045756587349,96354582394468697609981
2186,18747096,51916984644072915415636,52625313122984934706767,96354582394468697609981
2187,18747126,51888777413873526188273,52653534589766243692792,96354582394468697609981
2188,18747155,51878782694226652718583,52663534589766243692792,96354582394468697609981
2189,18747170,51874485487175471781990,52667834105036304121588,96354582394468697609981
2190,18747220,51869345628435664332708,52672976754588296282963,96354582394468697609981
2191,18747251,51875650471790336755015,52666669123212859356102,96354582394468697609981
2192,18747284,51875066253759138420637,52667253655974379560702,96354582394468697609981
2193,18747335,51877259162222832111229,52665059787728334564233,96354582394468697609981
2194,18747342,51879432704171360282770,52662885300336381079463,96354582394468697609981
2195,18747374,51872960887289265476283,52669360597017413051783,96354582394468697609981
2196,18747409,51870665588923138683744,52671657141963596785030,96354582394468697609981
2197,18747516,51867125757361057611469,52675198908775375781163,96354582394468697609981
2198,18747617,51866036387498580785686,52676288877319364953260,96354582394468697609981
2199,18747625,51852730437040197778361,52689617925729147560362,96354582394468697609981
2200,18747625,51852730437040197778361,52689617925729147560362,96354582394468697609981
2201,18747629,51905341604799101783646,52636983917535933431297,96354582394468697609981
2202,18747642,51675512277659579591152,52866961188043874992140,96354582394468697609981
2203,18747643,51847400092494105278139,52694973772837333722916,96354582394468697609981
2204,18747651,51840269568926633134431,52702126699920395455573,96354582394468697609981
2205,18747651,51840269568926633134431,52702126699920395455573,96354582394468697609981
2206,18747656,51735337456216704538753,52807126699920395455572,96354582394468697609981
2207,18747657,51625897762173612797176,52916651699920395455571,96354582394468697609981
2208,18747657,51625897762173612797176,52916651699920395455571,96354582394468697609981
2209,18747658,51825304892974586000223,52717120179730207547842,96354582394468697609981
2210,18747677,52037304071988804186786,52505042643582089235051,96354582394468697609981
2211,18747695,51887225526947119308429,52655185934919297628707,96354582394468697609981
2212,18747700,51789689386114338721566,52752779074288483084583,96354582394468697609981
2213,18747706,51662909969200236210012,52879650155468424177222,96354582394468697609981
2214,18747707,51826489265721345482322,52715972677202612196326,96354582394468697609981
2215,18747708,51772150328848988663837,52770345997708301236028,96354582394468697609981
2216,18747723,51827676557848988663837,52714790230535030157272,96354582394468697609981
2217,18747784,52009723850352845268023,52532672812498843691531,96354582394468697609981
2218,18747844,51629982606095929159283,52912644723244877048059,96354582394468697609981
2219,18747845,51808328833512898741613,52734185814501686873834,96354582394468697609981
2220,18747864,51859853954792986138973,52682655454618621492536,96354582394468697609981
2221,18747864,51859853954792986138973,52682655454618621492536,96354582394468697609981
2222,18747870,51758778227120413781266,52783810776891841170948,96354582394468697609981
2223,18747870,51758778227120413781266,52783810776891841170948,96354582394468697609981
2224,18747874,51608894475303064135062,52933810776891841170947,96354582394468697609981
2225,18747875,51538958224185299842014,53003810776891841170946,96354582394468697609981
2226,18747876,51704920490654148013492,52837723697134496261492,96354582394468697609981
2227,18747877,51748719344282021201403,52793917580347810485134,96354582394468697609981
2228,18747877,51748719344282021201403,52793917580347810485134,96354582394468697609981
2229,18747886,51927382328655925095495,52615189483366312393163,96354582394468697609981
2230,18747886,51927382328655925095495,52615189483366312393163,96354582394468697609981
2231,18747886,51927382328655925095495,52615189483366312393163,96354582394468697609981
2232,18747939,51886495961362369812429,52656096288589228524850,96354582394468697609981
2233,18747971,51860445291415379835862,52682195448540499683269,96354582394468697609981
2234,18747971,51860445291415379835862,52682195448540499683269,96354582394468697609981
2235,18747976,51854120411280097201772,52688523878503713641960,96354582394468697609981
2236,18747978,51845584031436532335097,52697100269671672949503,96354582394468697609981
2237,18747978,51845584031436532335097,52697100269671672949503,96354582394468697609981
2238,18747984,51745647739372615777034,52797100269671672949502,96354582394468697609981
2239,18747987,51831539834557321246076,52711188263815475032374,96354582394468697609981
2240,18747987,51831539834557321246076,52711188263815475032374,96354582394468697609981
2241,18747991,51751591202560825623660,52791188263815475032373,96354582394468697609981
2242,18747995,51781321428121786492182,52712875323302534243559,96309805829167319412344
2243,18747995,51781321428121786492182,52712875323302534243559,96309805829167319412344
2244,18748005,51685387120019079793520,52808875323302534243559,96309805829167319412344
2245,18748007,51546622285277433688059,52947755323302534243558,96309805829167319412344
2246,18748007,51546622285277433688059,52947755323302534243558,96309805829167319412344
2247,18748008,51647613955244332055660,52846695424238114868311,96309805829167319412344
2248,18748008,51647613955244332055660,52846695424238114868311,96309805829167319412344
2249,18748020,51726945964538853259769,52767334457753999775732,96309805829167319412344
2250,18748020,51726945964538853259769,52767334457753999775732,96309805829167319412344
2251,18748023,51976524746599444472156,52517625040140018629055,96309786266276406072911
2252,18748028,51918928698351341217903,52575247468415237750957,96309786266276406072911
2253,18748028,51918928698351341217903,52575247468415237750957,96309786266276406072911
2254,18748028,51918928698351341217903,52575247468415237750957,96309786266276406072911
2255,18748074,51115106802394186224808,53379835121292043139950,96309786266276406072911
2256,18748075,51321526392027172082856,53173163199084195040479,96309786266276406072911
2257,18748076,51341702193437172082856,53152965567523415442213,96309786266276406072911
2258,18748084,51541702193437172082856,52952776437496942901751,96309786266276406072911
2259,18748093,51681702193437172082856,52812673504778600674135,96309786266276406072911
2260,18748097,51817782193437172082856,52676516687905763635449,96309786266276406072911
2261,18748114,51159475169287928145961,53335473975611867249034,96309786266276406072911
2262,18748115,51409475169287928145961,53085188859685180499769,96309786266276406072911
2263,18748123,51679475169287928145961,52814967872109510287589,96309786266276406072911
2264,18748140,51807475169287928145961,52686894619344077305182,96309786266276406072911
2265,18748213,50843117857700456946684,53652399802796243771975,96309786266276406072911
2266,18748216,51003877565846433399622,53491384746246092039492,96309786266276406072911
2267,18748220,51043870569538282541859,53451333203547947171988,96309786266276406072911
2268,18748222,51393870569538282541859,53100905552423514059477,96309786266276406072911
2269,18748225,51501870569538282541859,52992804237062964138646,96309786266276406072911
2270,18748229,51589160569538282541859,52905442901001479092080,96309786266276406072911
2271,18748244,50556243919858111329699,53939912740414514592214,96309786266276406072911
2272,18748246,50757116139888111329699,53738654795954979532364,96309786266276406072911
2273,18748247,50857170851773081701859,53638426684604837198824,96309786266276406072911
2274,18748259,50957170851773081701859,53538265811975869480498,96309786266276406072911
2275,18748264,51149170851773081701859,53345991743541420543722,96309786266276406072911
2276,18748283,51277261251773081701859,53217743932775163936930,96309786266276406072911
2277,18748307,51469069251773081701859,53025738237842515249384,96309786266276406072911
2278,18748319,51439100137187255439500,53055738237842515249384,96309786266276406072911
2279,18748323,51435385869958817271921,53059456410365655297073,96309786266276406072911
2280,18748327,51524547469958817271921,52970214704759734649788,96309786266276406072911
2281,18748407,51523054130063983677156,52971709454759734649788,96309786266276406072911
2282,18748447,51551654130063983677156,52943085791238012430198,96309786266276406072911
2283,18748449,51507356574594880394756,52987424862553417885410,96309786266276406072911
2284,18748464,51501982202881586317275,52992804436381834368703,96309786266276406072911
2285,18748477,51411587209595718377510,53083292287142536005755,96309786266276406072911
2286,18748486,51403727345518505707170,53091211725012609447685,96309833266097938323102
2287,18748516,51605103345518505707170,52889660887735676775579,96309833266097938323102
2288,18748549,51845199345518505707170,52649422002352139670195,96309833266097938323102
2289,18748550,51684291949072424129557,52810433381166241039169,96309833266097938323102
2290,18748567,51741864941704730379751,52752825266180802881077,96309833266097938323102
2291,18748608,52079146750285259219176,52415471719656145119264,96309833266097938323102
2292,18748608,52079146750285259219176,52415471719656145119264,96309833266097938323102
2293,18748608,52079146750285259219176,52415471719656145119264,96309833266097938323102
2294,18748608,52079146750285259219176,52415471719656145119264,96309833266097938323102
2295,18748609,51960280707321408754228,52534377121628421129389,96309833266097938323102
2296,18748673,51959680952248598565949,52540595368139630162959,96309833266097938323102
2297,18748746,51953304393228130773421,52546974558697229071307,96309833266097938323102
2298,18748783,51833543092663560965904,52666794618697229071307,96309833266097938323102
2299,18748801,51833386181279250805960,52666951618697229071307,96309833266097938323102
2300,18748841,51833341201874558768903,52666996623509648806889,96309833266097938323102
2301,18748889,51829420364207942741718,52670919685569922789725,96309833266097938323102
2302,18748911,51795859009219133991755,52704500858415050764401,96309833266097938323102
2303,18749013,51795885078012103566691,52704474776296547357335,96309833266097938323102
2304,18749039,51790470246248282929347,52709892935789293312172,96309833266097938323102
2305,18749111,51779421428296542191027,52720948656340188786204,96309833266097938323102
2306,18749119,51778408564476322810807,52721962160486084051400,96309833266097938323102
2307,18749159,51778378583449455143923,52721992160486084051399,96309833266097938323102
2308,18749294,51777406945310667437966,52722964414116084051398,96309833266097938323102
2309,18749298,51777426323390870260902,52722945025688276022506,96309833266097938323102
2310,18749303,51770947665337436676846,52729427817381695922774,96309833266097938323102
2311,18749363,51760954143376249279882,52739427817381695922773,96309833266097938323102
2312,18749434,51660925789540940959535,52839527817381695922773,96309833266097938323102
2313,18749518,51661925789540940959535,52838527139955517353071,96309833266097938323102
2314,18749542,51874376534359692422341,52625960513220224568916,96309833266097938323102
2315,18749639,51874968503109692422341,52625368299528442004338,96309833266097938323102
2316,18749809,51917296000189095620015,52583024410964690999721,96309833266097938323102
2317,18749845,51768878056987619067654,52731524410964690999721,96309833266097938323102
2318,18749848,51864435026017970848460,52635921049763926907733,96309833266097938323102
2319,18749854,52076676262019626037160,52423617137620989594048,96309833266097938323102
2320,18749866,52173390241859720870633,52326893052525616443885,96309833266097938323102
2321,18749867,51997860166705582863999,52502467570507564932364,96309833266097938323102
2322,18749880,52036013789481603054599,52464322276091075741256,96309833266097938323102
2323,18749880,52036013789481603054599,52464322276091075741256,96309833266097938323102
2324,18749883,52033753185014409094393,52466583594645847135566,96309833266097938323102
2325,18749888,52118560950738693162407,52381761846431182363455,96309833266097938323102
2326,18749934,52116442960435145245063,52383880289620651630393,96309833266097938323102
2327,18749954,52091448723438711570176,52408880289620651630393,96309833266097938323102
2328,18750110,52090733736463530103545,52409595452805497565547,96309833266097938323102
2329,18750344,52041066987478546302690,52459296669598386007715,96309852322969385850230
2330,18750356,52040767079984187385707,52459596669598386007715,96309852322969385850230
2331,18750479,52070767079984187385707,52429590967336762122827,96309852322969385850230
2332,18750533,51920821690762573585115,52579590967336762122826,96309852322969385850230
2333,18750799,51881179194580333094918,52619252545166742185201,96309852322969385850230
2334,18750895,51873184311616314665021,52631252544813517467542,96313538813893827039126
2335,18750975,51861667780949788843420,52638774065174587071570,96309852322969385850230
2336,18751207,51859668842774742419734,52640774065174587071570,96309852322969385850230
2337,18751494,51617031387920145222351,52395621687190553349513,95860294298817472327215
2338,18751593,51610982369138327515731,52401673953620912581549,95860294298817472327215
2339,18751619,51610988363192557656711,52401667956925765785440,95860294298817472327215
2340,18751686,51609988904157637412646,52402667956925765785440,95860294298817472327215
2341,18751733,51605441381204812250890,52407217956925765785438,95860294298817472327215
2342,18751834,51628073381204812250890,52384576147718256116310,95860294298817472327215
2343,18752048,51593110369093306436933,52419558079427713964370,95860294298817472327215
2344,18752165,51593140430609498198129,52419528003999938782814,95860294298817472327215
2345,18752200,51593000956624333543832,52419667556493928699934,95860294298817472327215
2346,18752828,51682529038461217564358,52510594255644255780040,96026605097503307606090
2347,18752861,51785929038461217564358,52407153017990614461762,96026605097503307606090
2348,18752920,51772186551602375967172,52420901596880337256467,96026605097503307606090
2349,18752954,51762196127290987502004,52430896596880337256465,96026605097503307606090
2350,18753114,51431341881054361824800,52705884933240852948407,95974935748716822358116
2351,18753147,51431141361791936377391,52706085621003536517399,95974935748716822358116
2352,18753196,51433141361791936377391,52704084142761554377107,95974935748716822358116
2353,18753352,51453141361791936377391,52682654870969763551171,95973632334244041832136
2354,18753455,51456941361791936377391,52678852173634446637774,95973632334244041832136
2355,18753694,51461941361791936377391,52673848651818886353617,95973632334244041832136
2356,18753744,51451949430678822821976,52683848651818886353617,95973632334244041832136
2357,18753923,51463083269408762379274,52672706944212120759209,95973632334244041832136
2358,18753960,51481991946734319593290,52652693181919368434986,95972626142424672547254
2359,18754252,51561923862081267736303,52571696356909284027220,95971691089320357354884
2360,18754542,51513576122236826458184,52620078227818919076422,95971691089320357354884
2361,18754599,51501585036352460096649,52632078227818919076422,95971691089320357354884
2362,18754706,51478602620253974849611,52655078227818919076422,95971691089320357354884
2363,18754754,51476795375877452945295,52655078227818919076422,95970024840005244051975
2364,18754761,51473981219304678416990,52657894585760593428367,95970024840005244051975
2365,18754766,51462695209614126704150,52669189522696150977611,95970024840005244051975
2366,18754781,51407740938409345783572,52724189522696150977610,95970024840005244051975
2367,18754785,51517976677566372108623,52613876868668682713938,95970024840005244051975
2368,18754802,51600776677566372108623,52531029015153184467926,95970024840005244051975
2369,18754950,51584380066330211870636,52547436067864190833624,95970024840005244051975
2370,18755083,51584251466490416976466,52547564750915757307344,95970024840005244051975
2371,18755215,51584167743604791194747,52547264581934052828674,95969671073163370662503
2372,18755234,51677833352631747479225,52453635565684447250282,95969671073163370662503
2373,18755234,51677833352631747479225,52453635565684447250282,95969671073163370662503
2374,18755261,51666827152612389534250,52464647683502491341648,95969671073163370662503
2375,18755367,51540084854399451349983,52591468959209227377831,95969671073163370662503
2376,18755397,51540284854399451349983,52591268838893133407096,95969671073163370662503
2377,18755410,51538047985731150490669,52593507279883720883625,95969671073163370662503
2378,18755415,51539147985731150490669,52592406615978899077367,95969671073163370662503
2379,18755459,51540347985731150490669,52591205893431624825989,95969671073163370662503
2380,18755468,51540305359833450752235,52591248549230209663260,95969671073163370662503
2381,18755476,51538289874600625577638,52593265450844288382793,95969671073163370662503
2382,18755480,51538489874600625577638,52593065330082640970888,95969671073163370662503
2383,18755516,51542989874600625577638,52588562626069020189265,95969671073163370662503
2384,18755559,51540638699633875311706,52590915445979510555218,95969671073163370662503
2385,18755703,51539489971955115209664,52592064979833255188664,95969671073163370662503
2386,18755733,51533954429893063758485,52597604429691003265166,95969671073163370662503
2387,18755742,51528487956786546332117,52603074799157749424704,95969671073163370662503
2388,18755786,51648487956786546332117,52487902045504134613682,95969671073163370662503
2389,18755799,51664557012524736151037,52471258830538477581592,95969148873802235547646
2390,18755806,51676557012524736151037,52459253520571828786564,95969148873802235547646
2391,18755848,51599575949995837310942,52536279452158983099213,95969148873802235547646
2392,18755854,51684575949995837310942,52451238836677700487242,95969148873802235547646
2393,18755979,51649676837274418356825,52486157032624239723868,95969148873802235547646
2394,18756000,51649704540188991218777,52486129316734013549916,95969148873802235547646
2395,18756063,51651475356374695608303,52479862169557804236988,95965006877729929981716
2396,18756122,51552748439534954952810,52578650762186167929802,95965006877729929981716
2397,18756154,51698782825541139189427,52432544044255379953207,95965006877729929981716
2398,18756248,51698791931769943907645,52432534934341007390044,95965006877729929981716
2399,18756350,51704347843223101761665,52426714584362165044761,95964765267517243489191
2400,18756364,51687663550766254600258,52443407353575405815641,95964765267517243489191
2401,18756451,51684123820293074831258,52446948926872193539939,95964765267517243489191
2402,18756477,51681862208979870697201,52449211723743481765731,95964765267517243489191
2403,18756514,51684262208979870697201,52446810705966521682261,95964765267517243489191
2404,18756521,51684266336684801300683,52446806576517293748530,95964765267517243489191
2405,18756670,51684566336684801300683,52446506449799020026715,95964765267517243489191
2406,18756757,51649196600216987567635,52481895434373823193105,95964765267517243489191
2407,18756872,51649316830216987567635,52481775148345761805604,95964765267517243489191
2408,18756928,51616231678814535687121,52511775148345761805603,95961905041340891577423
2409,18756956,51792231678814535687121,52335705467523721784689,95961905041340891577423
2410,18756965,51791371072175092588171,52336566407523721784688,95961905041340891577423
2411,18757084,51787264244527998862005,52340674838621676820376,95961905041340891577423
2412,18757110,51786364598574299617024,52341574838621676820376,95961905041340891577423
2413,18757142,51785464953623895916774,52342474838621676820376,95961905041340891577423
2414,18757505,51783959826109326541599,52343980562386999453325,95961905041340891577423
2415,18757597,51779081397990668405525,52348860942386999453324,95961905041340891577423
2416,18757605,51739433089501384103093,52388526209073714924664,95961905041340891577423
2417,18757651,51739363031579595342151,52388597629952283345569,95961905041340891577423
2418,18757651,51739363031579595342151,52388597629952283345569,95961905041340891577423
2419,18757663,51737029014129454734120,52390932706664987198113,95961905041340891577423
2420,18757697,51722135932267778912652,52405832706664987198112,95961905041340891577423
2421,18757709,51721436264043553388264,52406532706664987198111,95961905041340891577423
2422,18757746,51716276842281492738258,52411694593722096494586,95961905041340891577423
2423,18758079,51717276842281492738258,52410694213364191316322,95961905041340891577423
2424,18758098,51566907650770662827114,52561184572673384722226,95961905041340891577423
2425,18758098,51566907650770662827114,52561184572673384722226,95961905041340891577423
2426,18758136,51525935994695321494592,52602184572673384722225,95961905041340891577423
2427,18758151,51518941041979147779480,52609184572673384722225,95961905041340891577423
2428,18758282,51537941041979147779480,52590172905884451806146,95961905041340891577423
2429,18758371,51550941041979147779480,52577165181474006155862,95961905041340891577423
2430,18758382,51500976875989540644782,52627165181474006155861,95961905041340891577423
2431,18758647,51530976875989540644782,52597146296066379015976,95961905041340891577423
2432,18758748,51683976875989540644782,52444067351894623426659,95961905041340891577423
2433,18758812,51683645238481777642771,52444399162295109604199,95961905041340891577423
2434,18758834,51683388372646112946340,52444668086927623067680,95961905041340891577423
2435,18758834,51683388372646112946340,52444668086927623067680,95961905041340891577423
2436,18758926,51681020101558997020433,52447037597404610125516,95961905041340891577423
2437,18758950,51680020626703015981034,52448037597404610125516,95961905041340891577423
2438,18758961,51688431321382075779414,52439623363727154783289,95961905041340891577423
2439,18759059,51696794272562808656897,52431256980630505482856,95961905041340891577423
2440,18759201,51688292914676400132305,52439762678513648302406,95961905041340891577423
2441,18759209,51681495894623664221798,52446563232982874625862,95961905041340891577423
2442,18759281,51738495894623664221798,52389541070657740887753,95961905041340891577423
2443,18759515,51729734806812255000943,52398306179324201271941,95961905041340891577423
2444,18759657,51713742391952207388675,52414306179324201271940,95961905041340891577423
2445,18759708,51701062592512797394249,52426992218217502692132,95961905041340891577423
2446,18759712,51681072834082426474101,52446992218217502692131,95961905041340891577423
2447,18759769,51689640027123264587443,52438421432301846411704,95961905041340891577423
2448,18759909,51683516515059597864070,52444548115794826398193,95961905041340891577423
2449,18759912,51533020698184350102737,52595136498632030610886,95961905041340891577423
2450,18759913,51382875596164446332566,52745401965112982111895,95961905041340891577423
2451,18759915,51140603064276775294823,52987927766604308520420,95961905041340891577423
2452,18759916,51420444141725413693287,52707828688657723318106,95961905041340891577423
2453,18759996,51386071031754858456645,52742231688698702315211,95961905041340891577423
2454,18760045,51698131031754858456645,52429985340224297731830,95961905041340891577423
2455,18760142,51696537554931597996247,52430213167334194615048,95960646066980157962998
2456,18760160,51690888468884542761870,52435865124556522984297,95960646066980157962998
2457,18760207,51699804238123055524217,52426945733905135181669,95960646066980157962998
2458,18760217,51689247992745082021110,52437507333905135181668,95960646066980157962998
2459,18760380,51742363743136711602736,52384371356704298079818,95960646066980157962998
2460,18760399,51737934039191585972433,52388803056940840313783,95960646066980157962998
2461,18760446,51762934039191585972433,52363794610366201171020,95960646066980157962998
2462,18760547,51728501597706568255689,52398242331433131515927,95960646066980157962998
2463,18760607,51728086359860826825481,52398657762516256353277,95960646066980157962998
2464,18760617,51725166210918848900311,52401579276435394952444,95960646066980157962998
2465,18760631,51716330472691761503104,52410419209207829365223,95960646066980157962998
2466,18760740,51716397138986007418950,52410382516826165766053,95960673706961704101822
2467,18760741,51732392016817353080725,52394381718068636065543,95960673706961704101822
2468,18760800,51732122141086882529062,52394651718068636065541,95960673706961704101822
2469,18760899,51732086113063521401974,52394687762688636065541,95960673706961704101822
2470,18760955,51727275665789207671128,52399500440398242214734,95960673706961704101822
2471,18760981,51721483709278971438466,52405295120519124382409,95960673706961704101822
2472,18761150,51718563250151014150195,52408216968744211219912,95960673706961704101822
2473,18761166,51718071430166770014695,52408709023700184952927,95960673706961704101822
2474,18761177,51717471717091443590950,52409309023700184952926,95960673706961704101822
2475,18761315,51709061974666712112098,52417722836644919786362,95960673706961704101822
2476,18761325,51679111166198440802076,52447688854636616620303,95960673706961704101822
2477,18761328,51634448808901219643226,52492375959267990553852,95960673706961704101822
2478,18761353,51636272433901219643227,52490551457803921242106,95960673706961704101822
2479,18761464,51706272433901219643227,52420520932994788847423,95960673706961704101822
2480,18761469,51606267433401169638228,52520581410049022471039,95960673706961704101822
2481,18761494,51969267433401169638228,52157475552524138666043,95960673706961704101822
2482,18761557,51942091767843624932596,52184656204035670936646,95960673706961704101822
2483,18761743,51917097161834321889012,52209656204035670936645,95960673706961704101822
2484,18762074,51873108535770110225763,52253656204035670936645,95960673706961704101822
2485,18762114,51698277459465134464464,52428556204035670936643,95960673706961704101822
2486,18762114,51698277459465134464464,52428556204035670936643,95960673706961704101822
2487,18762123,51544169653757610470261,52582756204035670936642,95960673706961704101822
2488,18762123,51544169653757610470261,52582756204035670936642,95960673706961704101822
2489,18762124,51725944596261021438635,52400893822577056106347,95960673706961704101822
2490,18762153,51680966915675221407409,52445893822577056106346,95960673706961704101822
2491,18762154,51426140769105802370154,52700893822577056106348,95960673706961704101822
2492,18762155,51708076963547910347705,52418798232861798591272,95960673706961704101822
2493,18762159,51875472017764575946176,52251355189540089390976,95960673706961704101822
2494,18762161,51725528382559030591657,52401355189540089390976,95960673706961704101822
2495,18762163,51673072809159220824417,52453837064966842531474,95960673706961704101822
2496,18762166,51624367117105375023302,52502570235005970447651,95960673706961704101822
2497,18762167,51575664366571437291568,52551303405045098363829,95960673706961704101822
2498,18762168,51718316931033231510760,52408584327412958503910,95960673706961704101822
2499,18762174,51791769277801491202748,52335107576524493731219,95960673706961704101822
2500,18762194,51811770792023253016441,52315100575789577872403,95960673706961704101822
2501,18762203,51869887069012657842758,52256971171523228303039,95960673706961704101822
2502,18762206,51749930763788220255392,52376971171523228303039,95960673706961704101822
2503,18762207,51695956245515606324884,52430971171523228303038,95960673706961704101822
2504,18762213,51570029748461363353280,52556971171523228303037,95960673706961704101822
2505,18762213,51570029748461363353280,52556971171523228303037,95960673706961704101822
2506,18762214,51760015787591847990976,52366900795244482326581,95960673706961704101822
2507,18762216,51505164676443722987872,52621900795244482326579,95960673706961704101822
2508,18762216,51505164676443722987872,52621900795244482326579,95960673706961704101822
2509,18762217,51740330245152196741308,52386618496394265919275,95960673706961704101822
2510,18762232,51689031299521099222908,52437942187694265919274,95960673706961704101822
2511,18762233,51572765768336132848960,52554275887974265919274,95960673706961704101822
2512,18762234,51427457426632687208640,52699693013324265919274,95960673706961704101822
2513,18762235,51707691552834820065472,52419300595980446349477,95960673706961704101822
2514,18762244,51667712176775011730137,52459300595980446349477,95960673706961704101822
2515,18762267,51487829508763472328650,52639300595980446349476,95960673706961704101822
2516,18762268,51719795649276237761506,52407213856598942888699,95960673706961704101822
2517,18762269,51644834820974174765894,52482213856598942888700,95960673706961704101822
2518,18762272,51416996686301012784951,52710213856598942888699,95960673706961704101822
2519,18762272,51416996686301012784951,52710213856598942888699,95960673706961704101822
2520,18762273,51702850046910113208800,52424196307486557320963,95960673706961704101822
2521,18762277,51552938509916849655045,52574196307486557320962,95960673706961704101822
2522,18762278,51433072690001089894796,52694152926802413670699,95960673706961704101822
2523,18762279,51683072690001089894796,52444008754320189892880,95960673706961704101822
2524,18762327,51680322403598593999073,52446760480110857103632,95960673706961704101822
2525,18762451,51630857025134077284333,52446787441852998571828,95915100198975678762728
2526,18762520,51628017150244323925569,52449628900710541536051,95915100198975678762728
2527,18762570,51603466972459232508916,52474193188940551337528,95915100198975678762728
2528,18762610,51708466972459232508916,52369148586529048136728,95915100198975678762728
2529,18762718,51698471629153595148081,52379148586529048136727,95915100198975678762728
2530,18762792,51698571629153595148081,52379048549330922407308,95915100198975678762728
2531,18763192,51766571629153595148081,52316442474371861687891,95915100198975678762728
2532,18763484,51764572413195462517809,52318442474371861687891,95915100198975678762728
2533,18763506,51766605994095462517809,52316408299429035625616,95915100198975678762728
2534,18763737,51761033242551671787719,52321983248581550326928,95915100198975678762728
2535,18763763,51756397486775736364055,52326620861819118853775,95915100198975678762728
2536,18763767,51753451528485627132054,52329568014355535404686,95915100198975678762728
2537,18763850,51750485179940183987919,52330599437950756560991,95913316363095959053936
2538,18763874,51745902980163680889134,52335183528072237320404,95913316363095959053936
2539,18763923,51674306680221818396461,52406812748249483812869,95913316363095959053936
2540,18764053,51635952445426673007242,52418256040592208027440,95888505298995944117523
